License_Number,Date,Activity,City_Name,County_Name
416289,8/22/2017 0:00,Marijuana Premises Check,EVERETT,SNOHOMISH
416289,8/22/2017 0:00,Marijuana Premises Check,EVERETT,SNOHOMISH
422658,8/2/2017 0:00,Marijuana Premises Check,RITZVILLE,ADAMS
422978,8/1/2017 0:00,Marijuana Premises Check,MOUNT VERNON,SKAGIT
410332,8/14/2017 0:00,Marijuana Premises Check,SEATTLE,KING
415919,8/2/2017 0:00,Marijuana Premises Check,CHEHALIS,LEWIS
414101,8/8/2017 0:00,Marijuana Premises Check,SPOKANE (CITY),SPOKANE
412977,2/18/2016 0:00,Marijuana Premises Check,UNINCORP. AREAS,SAN JUAN
412921,8/8/2017 0:00,Marijuana Compliance Check-no Sale,UNINCORP. AREAS,CLALLAM
415410,8/3/2017 0:00,Marijuana Premises Check,BUCKLEY,PIERCE
412977,5/24/2016 0:00,Marijuana Premises Check,UNINCORP. AREAS,SAN JUAN
420889,8/22/2017 0:00,Marijuana Compliance Check-no Sale,COVINGTON,KING
415112,8/9/2017 0:00,Marijuana Premises Check,MILLWOOD,SPOKANE
421777,8/23/2017 0:00,Marijuana Compliance Check-no Sale,BELLEVUE,KING
412616,8/2/2017 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,SPOKANE
414449,8/5/2017 0:00,Marijuana Premises Check,TACOMA,PIERCE
422168,8/29/2017 0:00,Marijuana Premises Check,GOLD BAR,SNOHOMISH
415115,8/17/2017 0:00,Marijuana Premises Check,KENMORE,KING
404933,8/1/2017 0:00,Marijuana Premises Check,PORT TOWNSEND,JEFFERSON
412977,8/22/2016 0:00,Marijuana Premises Check,UNINCORP. AREAS,SAN JUAN
412490,8/15/2017 0:00,Marijuana Premises Check,SPOKANE (CITY),SPOKANE
414345,8/3/2017 0:00,Marijuana Premises Check,ABERDEEN,GRAYS HARBOR
422447,8/25/2017 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,SPOKANE
414812,8/29/2017 0:00,Marijuana Compliance Check-no Sale,BAINBRIDGE ISLAND,KITSAP
420661,8/2/2017 0:00,Marijuana Premises Check,BREMERTON,KITSAP
413084,8/25/2017 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,YAKIMA
413803,8/8/2017 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,KING
413428,8/17/2017 0:00,Marijuana Compliance Check-no Sale,SEATTLE,KING
425153,7/21/2017 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,YAKIMA
414970,8/22/2017 0:00,Marijuana Compliance Check-no Sale,BATTLE GROUND,CLARK
414785,8/4/2017 0:00,Marijuana Premises Check,SEATTLE,KING
413519,8/25/2017 0:00,Marijuana Premises Check,SEATTLE,KING
414060,8/1/2017 0:00,Marijuana Premises Check,MOUNT VERNON,SKAGIT
414450,8/3/2017 0:00,Marijuana Premises Check,SEATTLE,KING
422781,8/8/2017 0:00,Marijuana Compliance Check-no Sale,MOUNT VERNON,SKAGIT
412760,8/3/2017 0:00,Marijuana Premises Check,AIRWAY HEIGHTS,SPOKANE
412365,8/31/2017 0:00,Marijuana Premises Check,UNINCORP. AREAS,WHITMAN
415539,8/8/2017 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,MASON
416170,8/1/2017 0:00,Marijuana Premises Check,SEDRO WOOLLEY,SKAGIT
415253,8/1/2017 0:00,Marijuana Premises Check,BELLEVUE,KING
412494,8/22/2017 0:00,Marijuana Premises Check,AUBURN,KING
422658,8/25/2017 0:00,Marijuana Premises Check,RITZVILLE,ADAMS
413102,8/25/2017 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,THURSTON
421709,8/5/2017 0:00,Marijuana Premises Check,UNINCORP. AREAS,JEFFERSON
422992,8/2/2017 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,SPOKANE
421507,8/15/2017 0:00,Marijuana Compliance Check-no Sale,UNINCORP. AREAS,OKANOGAN
412977,7/28/2016 0:00,Marijuana Premises Check,UNINCORP. AREAS,SAN JUAN
414103,8/31/2017 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,PIERCE
420785,8/3/2017 0:00,Marijuana Premises Check,TACOMA,PIERCE
413529,8/17/2017 0:00,Marijuana Compliance Check-no Sale,BELLINGHAM,WHATCOM
414045,8/14/2017 0:00,Marijuana Premises Check,CHEHALIS,LEWIS
413541,8/18/2017 0:00,Marijuana Premises Check,PORT ORCHARD,KITSAP
421695,8/2/2017 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,KING
414740,8/15/2017 0:00,Marijuana Compliance Check-no Sale,OMAK,OKANOGAN
410332,8/17/2017 0:00,Marijuana Compliance Check-no Sale,SEATTLE,KING
416984,8/28/2017 0:00,Marijuana Premises Check,UNINCORP. AREAS,BENTON
423492,8/18/2017 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,PIERCE
416560,8/10/2017 0:00,Marijuana Premises Check,MOXEE,YAKIMA
414664,8/10/2017 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,SPOKANE
413702,8/22/2017 0:00,Marijuana Premises Check,BELLINGHAM,WHATCOM
86823,8/4/2017 0:00,Marijuana Premises Check,PORT ANGELES,CLALLAM
413199,7/6/2017 0:00,Marijuana Premises Check,UNINCORP. AREAS,OKANOGAN
415539,8/24/2017 0:00,Marijuana Compliance Check-no Sale,UNINCORPORATED AREAS,MASON
424117,8/29/2017 0:00,Marijuana Compliance Check-no Sale,UNINCORP. AREAS,KITSAP
414051,8/25/2017 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,SNOHOMISH
413846,8/1/2017 0:00,Marijuana Premises Check,LONGVIEW,COWLITZ
412357,8/16/2017 0:00,Marijuana Premises Check,UNINCORP. AREAS,KITTITAS
422138,8/11/2017 0:00,Marijuana Premises Check,UNINCORP. AREAS,WHITMAN
414731,8/1/2017 0:00,Marijuana Premises Check,SEATTLE,KING
412235,8/8/2017 0:00,Marijuana Premises Check,AIRWAY HEIGHTS,SPOKANE
422701,8/23/2017 0:00,Marijuana Premises Check,UNINCORP. AREAS,LINCOLN
413084,8/24/2017 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,YAKIMA
414889,8/17/2017 0:00,Marijuana Premises Check,TACOMA,PIERCE
414449,8/24/2017 0:00,Marijuana Premises Check,TACOMA,PIERCE
415710,8/30/2017 0:00,Marijuana Premises Check,TACOMA,PIERCE
416286,8/9/2017 0:00,Marijuana Premises Check,UNINCORP. AREAS,BENTON
425093,8/25/2017 0:00,Marijuana Premises Check,UNINCORP. AREAS,WHATCOM
413478,6/20/2016 0:00,Marijuana Premises Check,SEATTLE,KING
414867,8/23/2017 0:00,Marijuana Premises Check,ISSAQUAH,KING
417083,8/9/2017 0:00,Marijuana Premises Check,UNINCORP. AREAS,BENTON
422796,8/8/2017 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,SKAGIT
422138,8/10/2017 0:00,Marijuana Compliance Check-no Sale,UNINCORP. AREAS,WHITMAN
413702,8/17/2017 0:00,Marijuana Premises Check,BELLINGHAM,WHATCOM
422466,8/1/2017 0:00,Marijuana Premises Check,PORT TOWNSEND,JEFFERSON
412490,8/16/2017 0:00,Marijuana Premises Check,SPOKANE (CITY),SPOKANE
416689,8/10/2017 0:00,Marijuana Premises Check,MOXEE,YAKIMA
415486,8/2/2017 0:00,Marijuana Premises Check,REDMOND,KING
422460,8/4/2017 0:00,Marijuana Premises Check,UNINCORP. AREAS,CLALLAM
414449,8/15/2017 0:00,Marijuana Premises Check,TACOMA,PIERCE
415325,8/7/2017 0:00,Marijuana Premises Check,SEATTLE,KING
412735,8/2/2017 0:00,Marijuana Premises Check,TACOMA,PIERCE
415567,8/10/2017 0:00,Marijuana Premises Check,ABERDEEN,GRAYS HARBOR
416414,8/10/2017 0:00,Marijuana Premises Check,MOXEE,YAKIMA
417646,8/2/2017 0:00,Marijuana Premises Check,SPOKANE (CITY),SPOKANE
424980,8/21/2017 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,DOUGLAS
424751,8/19/2017 0:00,Marijuana Premises Check,BUCKLEY,PIERCE
424980,8/17/2017 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,DOUGLAS
412922,8/31/2017 0:00,Marijuana Premises Check,SEATTLE,KING
414569,8/15/2017 0:00,Marijuana Premises Check,SHORELINE,KING
81400,8/29/2017 0:00,Marijuana Compliance Check-no Sale,UNINCORP. AREAS,KITSAP
421905,8/23/2017 0:00,Marijuana Premises Check,SHELTON,MASON
413718,8/22/2017 0:00,Marijuana Premises Check,TACOMA,PIERCE
413492,8/1/2017 0:00,Marijuana Premises Check,UNINCORP. AREAS,JEFFERSON
422777,8/29/2017 0:00,Marijuana Compliance Check-no Sale,UNINCORPORATED AREAS,ISLAND
420123,8/8/2017 0:00,Marijuana Compliance Check-no Sale,FORKS,CLALLAM
416824,8/28/2017 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,THURSTON
412660,8/22/2017 0:00,Marijuana Premises Check,UNINCORP. AREAS,GRANT
413428,8/7/2017 0:00,Marijuana Premises Check,SEATTLE,KING
"Unlicensed-Organizer, John Davis",8/19/2017 0:00,Marijuana Premises Check,,
414002,8/9/2017 0:00,Marijuana Premises Check,LACEY,THURSTON
413901,8/8/2017 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,ISLAND
422701,8/22/2017 0:00,Marijuana Premises Check,UNINCORP. AREAS,LINCOLN
421084,8/30/2017 0:00,Marijuana Premises Check,ARLINGTON,SNOHOMISH
414723,8/24/2017 0:00,Marijuana Premises Check,TACOMA,PIERCE
413930,8/4/2017 0:00,Marijuana Premises Check,UNINCORP. AREAS,CLALLAM
415539,8/14/2017 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,MASON
412546,8/28/2017 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,THURSTON
414216,8/15/2017 0:00,Marijuana Compliance Check-no Sale,UNINCORPORATED AREAS,DOUGLAS
416730,8/17/2017 0:00,Marijuana Premises Check,MOXEE,YAKIMA
421876,8/4/2017 0:00,Marijuana Premises Check,SHORELINE,KING
412891,8/17/2017 0:00,Marijuana Premises Check,SPOKANE VALLEY,SPOKANE
422012,8/7/2017 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,THURSTON
422168,8/9/2017 0:00,Marijuana Compliance Check-no Sale,GOLD BAR,SNOHOMISH
353928,8/3/2017 0:00,Marijuana Premises Check,YAKIMA,YAKIMA
414867,8/23/2017 0:00,Marijuana Compliance Check-no Sale,ISSAQUAH,KING
414533,8/31/2017 0:00,Marijuana Premises Check,SEATTLE,KING
413847,8/15/2017 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,THURSTON
417214,8/11/2017 0:00,Marijuana Premises Check,TACOMA,PIERCE
415509,8/9/2017 0:00,Marijuana Compliance Check-no Sale,GOLD BAR,SNOHOMISH
422944,8/31/2017 0:00,Marijuana Premises Check,ELLENSBURG,KITTITAS
423492,8/18/2017 0:00,Marijuana Compliance Check-no Sale,UNINCORPORATED AREAS,PIERCE
413700,8/15/2017 0:00,Marijuana Premises Check,UNINCORP. AREAS,OKANOGAN
417262,5/3/2017 0:00,Marijuana Premises Check,UNINCORP. AREAS,SAN JUAN
413357,8/30/2017 0:00,Marijuana Premises Check,SEATTLE,KING
415658,8/9/2017 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,KING
415348,8/14/2017 0:00,Marijuana Premises Check,SEATTLE,KING
415786,8/9/2017 0:00,Marijuana Premises Check,UNINCORP. AREAS,GRANT
410831,8/22/2017 0:00,Marijuana Compliance Check-no Sale,MAPLE VALLEY,KING
413847,8/2/2017 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,THURSTON
420793,7/28/2017 0:00,Marijuana Premises Check,SEATTLE,KING
413739,8/6/2017 0:00,Marijuana Premises Check,MILLWOOD,SPOKANE
413220,7/31/2017 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,THURSTON
412977,7/26/2017 0:00,Marijuana Premises Check,UNINCORP. AREAS,SAN JUAN
416527,8/11/2017 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,GRAYS HARBOR
414884,8/1/2017 0:00,Marijuana Premises Check,SEATTLE,KING
413692,8/30/2017 0:00,Marijuana Premises Check,SEATTLE,KING
414889,8/1/2017 0:00,Marijuana Premises Check,TACOMA,PIERCE
422103,8/29/2017 0:00,Marijuana Compliance Check-no Sale,OAK HARBOR,ISLAND
415410,8/19/2017 0:00,Marijuana Premises Check,BUCKLEY,PIERCE
420819,8/14/2017 0:00,Marijuana Premises Check,SEATTLE,KING
413692,8/28/2017 0:00,Marijuana Premises Check,SEATTLE,KING
419100,8/10/2017 0:00,Marijuana Premises Check,MOXEE,YAKIMA
425218,8/28/2017 0:00,Marijuana Premises Check,UNINCORP. AREAS,BENTON
412977,12/28/2016 0:00,Marijuana Premises Check,UNINCORP. AREAS,SAN JUAN
413843,8/16/2017 0:00,Marijuana Premises Check,UNINCORP. AREAS,KITSAP
414735,8/8/2017 0:00,Marijuana Compliance Check-no Sale,PORT ANGELES,CLALLAM
413519,8/7/2017 0:00,Marijuana Premises Check,SEATTLE,KING
414298,8/7/2017 0:00,Marijuana Premises Check,SEATTLE,KING
415253,8/23/2017 0:00,Marijuana Premises Check,BELLEVUE,KING
415083,8/8/2017 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,THURSTON
414731,8/15/2017 0:00,Marijuana Premises Check,SEATTLE,KING
413492,8/5/2017 0:00,Marijuana Premises Check,UNINCORP. AREAS,JEFFERSON
415513,8/17/2017 0:00,Marijuana Premises Check,LAKE FOREST PARK,KING
425362,8/18/2017 0:00,Marijuana Premises Check,SPOKANE (CITY),SPOKANE
423379,8/5/2017 0:00,Marijuana Compliance Check-no Sale,SEATTLE,KING
416301,8/28/2017 0:00,Marijuana Premises Check,UNINCORP. AREAS,BENTON
414735,8/4/2017 0:00,Marijuana Premises Check,PORT ANGELES,CLALLAM
413132,8/14/2017 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,THURSTON
413727,8/21/2017 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,ISLAND
414803,8/15/2017 0:00,Marijuana Compliance Check-no Sale,UNINCORP. AREAS,OKANOGAN
413075,8/1/2017 0:00,Marijuana Premises Check,AIRWAY HEIGHTS,SPOKANE
415228,1/19/2017 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,PIERCE
414495,8/11/2017 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,SNOHOMISH
413930,8/8/2017 0:00,Marijuana Compliance Check-no Sale,UNINCORP. AREAS,CLALLAM
423775,8/14/2017 0:00,Marijuana Premises Check,UNINCORP. AREAS,KITSAP
417118,8/2/2017 0:00,Marijuana Premises Check,TACOMA,PIERCE
422218,8/4/2017 0:00,Marijuana Premises Check,KIRKLAND,KING
425098,8/29/2017 0:00,Marijuana Premises Check,UNINCORP. AREAS,OKANOGAN
84154,8/7/2017 0:00,Marijuana Premises Check,TACOMA,PIERCE
416495,8/4/2017 0:00,Marijuana Premises Check,UNINCORP. AREAS,GRANT
415314,8/10/2017 0:00,Marijuana Compliance Check-no Sale,PULLMAN,WHITMAN
413163,8/2/2017 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,SKAGIT
82204,8/9/2017 0:00,Marijuana Compliance Check-no Sale,,
413801,8/28/2017 0:00,Marijuana Premises Check,UNINCORP. AREAS,WHATCOM
415211,8/29/2017 0:00,Marijuana Compliance Check-no Sale,UNINCORP. AREAS,KITSAP
414277,8/24/2017 0:00,Marijuana Premises Check,UNINCORP. AREAS,KITSAP
412362,8/9/2017 0:00,Marijuana Premises Check,UNINCORP. AREAS,BENTON
416185,8/3/2017 0:00,Marijuana Premises Check,TACOMA,PIERCE
413819,8/8/2017 0:00,Marijuana Premises Check,ARLINGTON,SNOHOMISH
412490,8/14/2017 0:00,Marijuana Premises Check,SPOKANE (CITY),SPOKANE
416844,8/10/2017 0:00,Marijuana Premises Check,MOXEE,YAKIMA
412239,5/2/2014 0:00,Marijuana Premises Check,EVERETT,SNOHOMISH
412266,8/20/2017 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,ADAMS
412977,3/15/2016 0:00,Marijuana Premises Check,UNINCORP. AREAS,SAN JUAN
415701,8/29/2017 0:00,Marijuana Premises Check,UNINCORP. AREAS,OKANOGAN
422298,8/24/2017 0:00,Marijuana Compliance Check-no Sale,UNINCORPORATED AREAS,MASON
420497,8/7/2017 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,SPOKANE
423390,8/4/2017 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,PIERCE
422431,8/7/2017 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,SPOKANE
415701,8/18/2017 0:00,Marijuana Premises Check,UNINCORP. AREAS,OKANOGAN
417406,8/14/2017 0:00,Marijuana Premises Check,UNINCORP. AREAS,FRANKLIN
421562,8/15/2017 0:00,Marijuana Premises Check,TACOMA,PIERCE
413803,8/16/2017 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,KING
415032,8/8/2017 0:00,Marijuana Compliance Check-no Sale,UNINCORPORATED AREAS,SKAGIT
414450,8/18/2017 0:00,Marijuana Premises Check,SEATTLE,KING
421083,8/2/2017 0:00,Marijuana Premises Check,SHORELINE,KING
420898,8/25/2017 0:00,Marijuana Premises Check,SPOKANE (CITY),SPOKANE
417321,8/21/2017 0:00,Marijuana Premises Check,BELLINGHAM,WHATCOM
424647,8/22/2017 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,YAKIMA
412466,8/2/2017 0:00,Marijuana Premises Check,UNINCORP. AREAS,COWLITZ
422781,8/1/2017 0:00,Marijuana Premises Check,MOUNT VERNON,SKAGIT
422764,8/10/2017 0:00,Marijuana Compliance Check-no Sale,CLARKSTON,ASOTIN
421876,8/15/2017 0:00,Marijuana Compliance Check-no Sale,SHORELINE,KING
414136,8/17/2017 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,SNOHOMISH
414298,8/17/2017 0:00,Marijuana Premises Check,SEATTLE,KING
421918,8/3/2017 0:00,Marijuana Premises Check,UNINCORP. AREAS,JEFFERSON
415812,6/2/2017 0:00,Marijuana Premises Check,SPOKANE (CITY),SPOKANE
412977,5/13/2016 0:00,Marijuana Premises Check,UNINCORP. AREAS,SAN JUAN
416226,8/28/2017 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,DOUGLAS
421168,8/4/2017 0:00,Marijuana Premises Check,SEQUIM,CLALLAM
360307,8/2/2017 0:00,Marijuana Premises Check,SPOKANE (CITY),SPOKANE
414780,8/19/2017 0:00,Marijuana Premises Check,SEATTLE,KING
412373,8/8/2017 0:00,Marijuana Premises Check,LONGVIEW,COWLITZ
425416,4/28/2017 0:00,Marijuana Premises Check,UNINCORP. AREAS,GRANT
413870,8/14/2017 0:00,Marijuana Premises Check,BREMERTON,KITSAP
415343,8/17/2017 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,MASON
415343,8/17/2017 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,MASON
422202,8/28/2017 0:00,Marijuana Premises Check,UNINCORP. AREAS,STEVENS
419640,8/30/2017 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,THURSTON
417262,8/23/2017 0:00,Marijuana Premises Check,UNINCORP. AREAS,SAN JUAN
420889,8/8/2017 0:00,Marijuana Premises Check,COVINGTON,KING
414550,8/27/2017 0:00,Marijuana Premises Check,PORT ORCHARD,KITSAP
420908,8/8/2017 0:00,Marijuana Premises Check,UNINCORP. AREAS,WHATCOM
417486,8/9/2017 0:00,Marijuana Premises Check,AIRWAY HEIGHTS,SPOKANE
413809,8/5/2017 0:00,Marijuana Compliance Check-no Sale,SEATTLE,KING
414200,8/31/2017 0:00,Marijuana Premises Check,BELLINGHAM,WHATCOM
410831,8/22/2017 0:00,Marijuana Premises Check,MAPLE VALLEY,KING
422298,8/8/2017 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,MASON
413358,8/18/2017 0:00,Marijuana Premises Check,TACOMA,PIERCE
412337,8/24/2017 0:00,Marijuana Premises Check,SPOKANE (CITY),SPOKANE
412490,8/2/2017 0:00,Marijuana Premises Check,SPOKANE (CITY),SPOKANE
84045,8/22/2017 0:00,Marijuana Compliance Check-no Sale,VANCOUVER,CLARK
420291,8/28/2017 0:00,Marijuana Premises Check,SEATTLE,KING
412167,8/16/2017 0:00,Marijuana Premises Check,UNINCORP. AREAS,KITTITAS
412922,8/1/2017 0:00,Marijuana Premises Check,SEATTLE,KING
412977,6/28/2016 0:00,Marijuana Premises Check,UNINCORP. AREAS,SAN JUAN
415229,8/10/2017 0:00,Marijuana Premises Check,PORT ORCHARD,KITSAP
415470,8/17/2017 0:00,Marijuana Compliance Check-no Sale,BELLINGHAM,WHATCOM
420889,8/22/2017 0:00,Marijuana Premises Check,COVINGTON,KING
415944,3/10/2017 0:00,Marijuana Premises Check,UNINCORP. AREAS,LINCOLN
420278,8/29/2017 0:00,Marijuana Compliance Check-no Sale,UNINCORP. AREAS,KITSAP
412921,8/4/2017 0:00,Marijuana Premises Check,UNINCORP. AREAS,CLALLAM
414160,8/17/2017 0:00,Marijuana Compliance Check-no Sale,SEATTLE,KING
412630,8/14/2017 0:00,Marijuana Premises Check,SPOKANE (CITY),SPOKANE
415183,8/8/2017 0:00,Marijuana Premises Check,SHELTON,MASON
420389,8/25/2017 0:00,Marijuana Compliance Check-no Sale,BURIEN,KING
411970,8/28/2017 0:00,Marijuana Premises Check,COLVILLE,STEVENS
412977,6/26/2017 0:00,Marijuana Premises Check,UNINCORP. AREAS,SAN JUAN
423571,8/9/2017 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,THURSTON
412656,8/16/2017 0:00,Marijuana Premises Check,BELLINGHAM,WHATCOM
420287,8/18/2017 0:00,Marijuana Premises Check,FERNDALE,WHATCOM
414959,8/25/2017 0:00,Marijuana Compliance Check-no Sale,UNINCORPORATED AREAS,KING
413443,8/21/2017 0:00,Marijuana Premises Check,UNINCORP. AREAS,OKANOGAN
417880,8/10/2017 0:00,Marijuana Premises Check,PORT ORCHARD,KITSAP
416129,8/23/2017 0:00,Marijuana Premises Check,ARLINGTON,SNOHOMISH
416130,8/24/2017 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,SPOKANE
413197,8/23/2017 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,SPOKANE
424541,8/11/2017 0:00,Marijuana Premises Check,ABERDEEN,GRAYS HARBOR
415672,8/21/2017 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,THURSTON
423092,8/30/2017 0:00,Marijuana Premises Check,GEORGE,GRANT
416153,8/16/2017 0:00,Marijuana Premises Check,UNINCORP. AREAS,WHATCOM
413363,8/3/2017 0:00,Marijuana Premises Check,TACOMA,PIERCE
421650,8/30/2017 0:00,Marijuana Premises Check,EDMONDS,SNOHOMISH
422504,8/2/2017 0:00,Marijuana Premises Check,CHENEY,SPOKANE
353993,8/2/2017 0:00,Marijuana Premises Check,HOQUIAM,GRAYS HARBOR
413372,7/28/2017 0:00,Marijuana Premises Check,SEATTLE,KING
350632,8/9/2017 0:00,Marijuana Compliance Check-no Sale,,
421848,8/28/2017 0:00,Marijuana Applicant Site Verification,UNINCORP. AREAS,PEND OREILLE
416475,8/15/2017 0:00,Marijuana Premises Check,MOXEE,YAKIMA
414181,8/4/2017 0:00,Marijuana Premises Check,SEQUIM,CLALLAM
416791,8/1/2017 0:00,Marijuana Premises Check,UNINCORP. AREAS,KLICKITAT
420123,8/8/2017 0:00,Marijuana Premises Check,FORKS,CLALLAM
420898,8/2/2017 0:00,Marijuana Premises Check,SPOKANE (CITY),SPOKANE
415216,8/31/2017 0:00,Marijuana Premises Check,GRANITE FALLS,SNOHOMISH
413940,8/25/2017 0:00,Marijuana Premises Check,SPOKANE (CITY),SPOKANE
412402,8/31/2017 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,SPOKANE
412239,5/23/2016 0:00,Marijuana Premises Check,EVERETT,SNOHOMISH
415203,8/9/2017 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,KING
418443,8/8/2017 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,SPOKANE
414250,8/29/2017 0:00,Marijuana Premises Check,UNION GAP,YAKIMA
415513,8/4/2017 0:00,Marijuana Premises Check,LAKE FOREST PARK,KING
414211,8/10/2017 0:00,Marijuana Compliance Check-no Sale,CLARKSTON,ASOTIN
424057,8/23/2017 0:00,Marijuana Premises Check,SEATTLE,KING
420416,8/14/2017 0:00,Marijuana Premises Check,BREMERTON,KITSAP
422168,8/10/2017 0:00,Marijuana Premises Check,GOLD BAR,SNOHOMISH
414503,8/29/2017 0:00,Marijuana Compliance Check-no Sale,BREMERTON,KITSAP
76458,8/15/2017 0:00,Marijuana Premises Check,TACOMA,PIERCE
412099,8/21/2017 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,CHELAN
421708,8/1/2017 0:00,Marijuana Premises Check,SEATTLE,KING
413361,8/30/2017 0:00,Marijuana Premises Check,REDMOND,KING
414356,8/10/2017 0:00,Marijuana Premises Check,CLARKSTON,ASOTIN
415234,8/14/2017 0:00,Marijuana Premises Check,SEATTLE,KING
422049,8/22/2017 0:00,Marijuana Premises Check,SEDRO WOOLLEY,SKAGIT
417095,8/21/2017 0:00,Marijuana Premises Check,SEATTLE,KING
414656,8/14/2017 0:00,Marijuana Premises Check,BREMERTON,KITSAP
420793,8/7/2017 0:00,Marijuana Premises Check,SEATTLE,KING
412016,8/16/2017 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,SPOKANE
79013,8/14/2017 0:00,Marijuana Premises Check,SEATTLE,KING
350641,8/25/2017 0:00,Marijuana Premises Check,SEATTLE,KING
417469,8/8/2017 0:00,Marijuana Compliance Check-no Sale,UNINCORP. AREAS,WHATCOM
416235,7/28/2017 0:00,Marijuana Premises Check,GOLD BAR,SNOHOMISH
