Outcome_M1,Outcome_M2,Outcome_M3,Outcome_M4,Outcome_M5,Outcome_M6,Outcome_M7,Outcome_M8,Outcome_M9,Outcome_M10,Outcome_M11,Outcome_M12,Quan_1,Quan_2,Quan_3,Cat_2,Cat_3,Cat_4,Cat_5,Cat_6,Cat_7,Cat_10,Cat_13,Cat_15,Cat_16,Cat_84,Cat_110,Cat_116,Cat_121,Cat_122,Cat_136,Cat_147,Cat_148,Cat_157,Cat_162,Cat_164,Cat_168,Cat_171,Cat_173,Cat_174,Cat_178,Cat_183,Cat_184,Cat_193,Cat_198,Cat_203,Cat_204,Cat_205,Cat_209,Cat_214,Cat_215,Cat_222,Cat_223,Cat_233,Cat_240,Cat_242,Cat_247,Cat_291,Cat_292,Cat_297,Cat_302,Cat_309,Cat_318,Cat_323,Cat_338,Cat_349,Cat_359,Cat_367,Cat_371,Cat_380,Cat_389,Cat_392,Cat_400,Cat_403,Cat_417,Cat_420,Cat_430,Cat_440,Cat_467,Cat_468,Cat_469,Cat_470,Cat_471,Cat_472,Cat_481,Cat_482,Cat_483,Cat_484,Cat_491,Cat_492,Cat_493,Cat_510,Cat_511,Cat_512,Cat_513
6000,3000,2000,2000,2000,500,500,500,500,500,2000,500,1545800,5900,59,26,48,66,4,10,0,1,1,2,0,0,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
2000,500,500,500,500,500,500,500,500,500,500,500,2671700,6500,38,151,468,1214,1,41,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3000,2000,3000,500,500,2000,2000,500,2000,2000,500,2000,2657500,4400,51,29,198,714,4,10,0,0,1,2,0,0,2,0,1,1,0,0,0,2,0,2,0,0,0,0,2,0,2,0,2,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13000,2000,2000,5000,2000,2000,2000,2000,500,2000,500,2000,3518300,7700,103,5,131,18,4,10,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69000,82000,15000,6000,5000,3000,3000,3000,3000,2000,2000,2000,2301100,8900,102,28,114,206,4,27,7,4,1,1,0,2,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,1,1,0,1,0,0,0
2000,500,500,500,500,500,500,500,500,500,500,500,1999100,6000,19,12,27,453,4,11,0,1,1,4,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,2,0,2,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
48000,11000,10000,5000,8000,16000,3000,2000,500,500,500,500,2088600,8400,38,17,30,51,3,22,0,0,1,3,0,2,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5000,5000,11000,5000,5000,5000,2000,2000,2000,500,500,500,320800,7400,40,17,32,49,3,4,0,0,1,3,0,2,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127000,29000,42000,10000,8000,5000,3000,6000,5000,3000,2000,3000,1864300,8800,149,7,207,337,1,1,0,1,2,1,0,0,2,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,2,0,0,0,1,2,1,2,1,0,0,1,2,0,0
8000,15000,23000,5000,3000,2000,2000,2000,2000,2000,2000,2000,3570700,7600,55,16,578,1072,12,34,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,8000,3000,2000,2000,500,500,500,500,500,500,500,31600,7600,62,5,10,19,4,11,3,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,2000,500,500,500,500,500,500,500,500,500,500,3207100,6100,92,9,389,661,4,11,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,2,0,2,2,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3000,500,500,500,500,500,500,500,500,500,500,500,1098100,6000,56,56,257,411,4,10,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,3000,500,500,500,500,500,500,500,500,500,500,1263700,4400,11,4,166,262,5,17,0,0,1,3,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8000,2000,2000,500,500,500,500,500,500,500,500,500,1504600,5400,67,7,209,342,1,1,0,0,2,1,0,2,2,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,2000,500,500,500,2000,2000,500,500,500,2000,500,1684000,5200,45,53,176,370,4,11,0,0,1,3,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,2,0,2,0,0,1,0,1,1,1,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6000,6000,2000,3000,500,500,500,500,500,500,500,500,1411600,8200,80,52,106,267,4,10,0,0,1,1,0,2,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
15000,8000,3000,3000,2000,2000,2000,500,500,3000,2000,500,3177200,8200,112,19,40,56,4,11,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
6000,10000,3000,2000,2000,500,500,500,500,500,500,500,1999100,6600,72,49,105,454,1,41,0,0,1,1,0,2,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5000,3000,2000,3000,500,2000,2000,500,500,500,500,500,1588000,6900,91,45,218,356,4,10,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8000,11000,2000,2000,2000,500,500,500,500,500,500,500,981000,7500,69,19,41,57,4,11,7,4,1,12,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0
61000,66000,15000,10000,5000,3000,3000,3000,3000,3000,3000,2000,396300,8000,87,28,114,206,4,27,7,4,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,1,2,1,0,0,1,0,0,2
94000,60000,47000,6000,3000,3000,2000,2000,3000,2000,2000,2000,3570700,7900,118,7,207,337,1,1,0,1,2,17,0,2,2,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,1,2,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
11000,2000,500,500,500,500,2000,500,2000,2000,2000,500,1684000,7200,95,47,232,378,4,11,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31000,21000,8000,5000,3000,3000,2000,2000,3000,2000,2000,2000,1578000,8600,77,16,165,566,1,1,0,4,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,2,0,0,0,0,1,0,0,2,0,0,0,0,2,0,0,0,1,1,0,0,0,0,1,0,0,0,0,2,1,0,0,0,1,1,0,1,0,0,0
2000,2000,500,500,500,500,500,500,500,500,2000,500,805400,5500,88,8,122,195,2,2,0,0,1,1,0,2,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3000,6000,3000,3000,2000,2000,2000,500,500,2000,500,500,194600,7500,78,3,3,8,3,7,0,0,1,3,0,2,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13000,10000,3000,2000,500,500,2000,500,500,500,2000,2000,922700,7600,76,56,171,270,4,10,0,0,1,2,0,2,2,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66000,94000,19000,11000,8000,3000,2000,3000,2000,3000,2000,2000,2301100,8300,111,42,89,139,5,13,0,0,2,20,2,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,2,0,0,0,0,0,0,1,0,0,0,0,0
26000,3000,2000,2000,500,2000,3000,500,500,500,2000,2000,1684000,7700,88,29,38,380,4,20,7,1,1,4,0,0,2,0,1,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,2,1,0,1,0,0,1,2,1,0
3000,2000,500,2000,500,500,500,500,500,500,500,500,1588000,7400,40,27,50,199,3,26,0,0,1,3,0,2,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
21000,5000,2000,2000,2000,2000,500,500,500,2000,3000,500,2344300,7700,104,60,98,193,2,2,0,1,1,1,0,2,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,2,0,0,0,2,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
74000,26000,13000,13000,6000,5000,3000,3000,3000,23000,5000,6000,194600,9000,133,28,117,188,2,42,0,1,1,2,0,2,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,1,2,0,0,0,1,0,2,0,0,0,1,0,1,0,1,0,0,1,0,1,0
8000,3000,2000,2000,500,500,2000,2000,500,500,500,500,525000,6600,46,53,107,264,5,13,3,0,1,3,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29000,24000,11000,10000,10000,6000,5000,3000,2000,2000,6000,8000,163700,8500,115,17,29,38,8,21,0,1,1,2,0,2,0,0,1,0,0,0,0,0,2,0,0,0,0,2,0,2,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
69000,47000,76000,19000,16000,10000,6000,6000,6000,6000,6000,3000,1864300,9200,137,1,1,385,1,1,5,1,1,1,0,0,0,0,1,1,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,2,0,0,0,2,1,0,0,0,2,0,0,0,2,0,0,0,1,1,0,0,2,0,1,0,2,1,0,0,1,0,0,0,1,0,0,1,0,0,0
79000,24000,5000,5000,19000,6000,3000,2000,2000,2000,2000,2000,994700,9500,149,2,133,214,2,2,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,2,0,1,0,0,0,2,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,1,0,1,0,1,0,0,1,0,1,0
6000,6000,10000,2000,2000,2000,2000,2000,2000,2000,500,500,2215700,9100,61,63,73,279,10,50,0,0,1,12,0,0,2,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6000,13000,3000,2000,500,500,500,500,500,500,2000,500,981000,6200,47,28,114,420,4,11,3,0,1,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90000,8000,2000,2000,2000,3000,3000,2000,2000,2000,6000,2000,3122700,8700,151,2,282,214,2,2,2,1,1,7,0,2,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,2,0,1,0,0,2,2,0,0,0,2,0,0,0,1,1,2,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0
2000,3000,500,2000,2000,500,500,500,500,500,500,500,421100,5300,28,28,115,184,5,13,0,0,1,3,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,2000,2000,500,500,500,2000,500,500,500,2000,500,784400,7300,47,56,171,270,4,10,0,0,1,2,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0
2000,500,500,500,500,500,500,500,500,500,500,500,3518300,5900,18,16,578,1081,2,14,0,1,1,4,0,2,2,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
2000,500,500,500,500,500,500,500,500,500,500,500,1864300,6100,56,47,139,135,4,20,0,1,1,4,0,0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
5000,6000,2000,2000,2000,2000,500,2000,2000,2000,2000,2000,3792300,5600,43,9,408,715,8,18,0,0,1,2,0,2,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,2,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5000,3000,2000,500,2000,2000,500,2000,500,2000,2000,2000,1578000,5900,44,9,408,715,8,18,0,0,1,2,0,2,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3000,2000,2000,2000,2000,500,500,2000,500,2000,500,500,719000,8200,71,42,180,285,10,52,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,3000,2000,2000,2000,2000,500,500,500,500,500,500,52200,7400,91,3,3,3,3,3,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3000,500,500,500,2000,6000,2000,500,500,500,500,500,260800,7300,33,3,4,204,3,22,0,0,1,4,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,3000,500,500,500,500,500,500,500,500,500,2000,1648500,6800,76,5,222,362,2,2,0,0,1,2,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34000,3000,2000,500,2000,3000,2000,2000,2000,2000,500,2000,3382800,7000,120,7,400,80,4,11,0,1,2,17,0,2,2,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,2,1,0,0,0,2,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
11000,2000,2000,2000,500,500,500,500,500,500,500,500,1467500,6500,13,27,50,69,10,32,0,1,1,4,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
27000,3000,2000,2000,2000,500,2000,2000,2000,3000,2000,2000,4308600,8500,86,17,32,38,8,21,0,1,1,1,0,2,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,1,2,0,2,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
5000,2000,500,500,500,500,2000,500,500,500,500,500,1684000,5600,16,77,231,377,12,34,0,0,1,2,0,2,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32000,60000,10000,6000,3000,2000,2000,2000,2000,2000,2000,2000,2301100,8700,92,16,28,40,5,17,0,4,1,4,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,1,0,0,1,0,0,0
2000,2000,2000,3000,500,500,500,500,500,500,500,500,1804500,4200,6,4,6,382,2,2,3,1,1,2,0,0,0,0,1,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,2,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
8000,2000,2000,2000,500,2000,500,500,500,500,500,500,1804500,8200,82,7,57,89,12,54,0,1,2,3,0,2,2,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,2,0,0,0,1,0,1,0,1,0,0,1,0,0,0
13000,5000,2000,2000,2000,2000,2000,2000,2000,3000,2000,3000,2539500,9300,80,16,165,259,1,1,5,4,1,1,0,0,0,0,1,1,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,2,0,0,0,2,1,0,0,2,2,0,0,0,0,0,0,0,1,1,0,0,2,2,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
2000,2000,500,2000,500,500,500,500,500,500,500,500,2175300,5000,1,5,6,1229,3,8,0,0,1,2,0,2,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10000,3000,2000,2000,500,500,2000,500,500,500,500,500,322700,7900,81,53,108,175,5,13,0,0,1,3,0,2,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,2,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3000,500,500,500,500,500,500,500,500,500,500,500,538300,5700,36,19,38,54,2,2,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10000,2000,500,500,500,500,2000,500,500,500,500,500,3311300,6200,99,45,345,583,1,1,5,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,2,2,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2000,2000,500,500,500,2000,2000,500,500,500,500,500,922700,5600,21,53,176,277,4,20,0,0,1,3,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,2,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27000,21000,8000,6000,3000,3000,3000,3000,3000,2000,2000,2000,52200,8100,145,7,57,86,2,2,0,1,2,1,0,2,2,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,2,1,0,0,2,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,2,0,0,0,1,0,0,0,1,1,0,1,0,0,0
10000,3000,3000,5000,2000,2000,500,500,500,2000,2000,2000,887900,7400,49,60,38,408,4,11,7,0,1,4,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
6000,6000,2000,2000,2000,500,500,500,500,500,500,500,1748500,8000,98,9,16,429,1,41,0,1,1,2,0,0,2,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
6000,5000,3000,2000,5000,3000,3000,2000,2000,2000,2000,2000,281900,8500,39,28,118,188,2,42,0,4,1,2,0,2,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0
